wallet,loss,wallet_share,loss_share
W649d3ad108b5,-1294.5311267401707,0.03314121037463977,0.9700809328018737
W143915abc9b3,-1182.4844951747232,0.03386167146974063,0.9704458091979843
W98b00a6efd61,-1164.0321390115205,0.0345821325648415,0.9708049917949424
W488529897385,-1161.0358579544277,0.035302593659942365,0.9711632498366625
W09f78c7197d4,-1138.3286879539155,0.03602305475504323,0.9715145011815594
W51ec045d35bf,-1115.1737522455073,0.03674351585014409,0.971858607663646
Wdb6f36702cb0,-1045.9640999391843,0.037463976945244955,0.9721813582898099
Wc9f7941e2b08,-1037.9782415144468,0.03818443804034582,0.9725016447388505
W92de9ac43023,-1037.905138552675,0.03890489913544669,0.972821908630686
W49a47df2e019,-1027.6833642751346,0.03962536023054755,0.9731390184142219
W3551bfb0dd4f,-977.5638751008344,0.040345821325648415,0.97344066294755
W25508ac83818,-966.1843492848052,0.04106628242074928,0.9737387961279715
W6d92216da3a8,-956.3474327235444,0.04178674351585014,0.9740338939547133
W1fdef20595a5,-899.5755014787686,0.04250720461095101,0.9743114738032004
Wb2dcfe0e8f87,-872.6437753394434,0.043227665706051875,0.9745807433937392
Wb82fa5b01d0e,-827.5368174669075,0.04394812680115274,0.9748360944387958
Wf16aee97dfa3,-818.007589213232,0.0446685878962536,0.9750885050728136
Wfa25054e7753,-799.6682941400791,0.045389048991354465,0.9753352567946674
W7353816a52f0,-757.4832313840544,0.04610951008645533,0.9755689915731861
W7b25ee595f00,-744.022318670033,0.0468299711815562,0.9757985727502502
W2e669cdc8e01,-742.9797075899392,0.04755043227665706,0.9760278322113213
W9aa8ee98400c,-737.6232209834687,0.048270893371757925,0.9762554388342057
Wd172b0de4fb4,-736.0282122802117,0.04899135446685879,0.9764825532890915
We93fa52b2501,-698.904860059374,0.04971181556195965,0.9766982126804858
W57973df8a3ba,-692.6765441106727,0.05043227665706052,0.9769119502154107
Wbb20267b2d37,-687.2021357492297,0.051152737752161385,0.9771239985253165
W0470be673c6a,-671.5423629647436,0.05187319884726225,0.9773312147368052
Wc90fe2e323ba,-658.3875000817989,0.05259365994236311,0.9775343717838991
Wd6019d537d8b,-657.3158741499465,0.053314121037463975,0.9777371981619573
W778473ba387a,-657.0224601310838,0.05403458213256484,0.9779399340019573
W97be327b6ea5,-650.2492745149575,0.05475504322766571,0.9781405798563654
W720d535b0ed8,-645.2602963748977,0.05547550432276657,0.9783396862737901
W223dbb6a3ba4,-619.5440011892622,0.056195965417867436,0.9785308574758721
W2c12023db0ff,-615.9862422027784,0.0569164265129683,0.9787209308688221
W13592d90c814,-601.0313718590471,0.05763688760806916,0.9789063896734053
W712cbfd4ccb6,-578.3110194905094,0.058357348703170026,0.9790848377135138
W673cd8509176,-576.945052674134,0.059077809798270896,0.9792628642605279
W8b407e7ec5ab,-562.6670259173983,0.05979827089337176,0.9794364850711725
Wadedd3204b06,-560.4712046437779,0.06051873198847262,0.979609428322529
W82b368e81931,-551.3000788666104,0.061239193083573486,0.9797795416616664
Wc240697f4668,-528.1525646955283,0.06195965417867435,0.9799425124280392
W3d71009713be,-527.5769318885557,0.06268011527377522,0.9801053055727816
W808bcf55190a,-525.5275401004271,0.06340057636887608,0.9802674663416299
