mean,lo,hi,p,t,se,n,clusters,level,class,fills,mean_dn,mean_vol,mean_ne
-25.414134724330296,-28.117596131386733,-19.874094786863296,0.1065,-59.96998578641298,0.42378090291440784,56274,17,0.95,dominant_maker,56274,-15.98458802828416,-1.2733799308397442,-30.4914508763849
3.890721736803673,-8.898377626928399,19.06598073593236,0.6625,0.5638090147387107,6.900779581551694,52200,104,0.95,large,52200,6.243260649724265,1.8109787929174983,-1.6313072709250453
-20.669878044430543,-24.37315176349748,-1.903208123307353,0.094,-17.691588243759476,1.168344964829352,42976,33,0.95,mm_programme,42976,-6.735893325454294,-0.8324725477245758,-25.150276696201175
24.731948751492116,21.954789666722487,28.09604989918153,0.0005,16.358304494830154,1.5118894968184724,329432,10749,0.95,other,329432,25.342260853344406,3.6149378535218224,21.185536200822593
15.208820333361222,12.177981039838263,18.955496233093662,0.0005,8.722496645923925,1.7436315484819813,121064,4512,0.95,rfq,121064,15.189028299439892,2.9711194899089817,11.186987973945762
4.219748619768521,1.548935533833168,8.530016731936092,0.0075,2.5278835077863264,1.669281280870322,1994,8,0.95,vault,1994,4.44830370150763,1.844487241362407,-28.576284555229268
